name,                                                                                 tag,           code,       description
application/whoispp-query,                                                            mimetype,      0x00200537,
application/whoispp-response,                                                         mimetype,      0x00200538,
application/widget,                                                                   mimetype,      0x00200539,
application/wita,                                                                     mimetype,      0x0020053a,
application/wordperfect5.1,                                                           mimetype,      0x0020053b,
application/wsdl+xml,                                                                 mimetype,      0x0020053c,
application/wspolicy+xml,                                                             mimetype,      0x0020053d,
application/x-www-form-urlencoded,                                                    mimetype,      0x0020053e,
application/x400-bp,                                                                  mimetype,      0x0020053f,
application/xacml+xml,                                                                mimetype,      0x00200540,
application/xcap-att+xml,                                                             mimetype,      0x00200541,
application/xcap-caps+xml,                                                            mimetype,      0x00200542,
application/xcap-diff+xml,                                                            mimetype,      0x00200543,
application/xcap-el+xml,                                                              mimetype,      0x00200544,
application/xcap-error+xml,                                                           mimetype,      0x00200545,
application/xcap-ns+xml,                                                              mimetype,      0x00200546,
application/xcon-conference-info-diff+xml,                                            mimetype,      0x00200547,
application/xcon-conference-info+xml,                                                 mimetype,      0x00200548,
application/xenc+xml,                                                                 mimetype,      0x00200549,
application/xhtml+xml,                                                                mimetype,      0x0020054a,
application/xliff+xml,                                                                mimetype,      0x0020054b,
application/xml,                                                                      mimetype,      0x0020054c,
application/xml-dtd,                                                                  mimetype,      0x0020054d,
application/xml-external-parsed-entity,                                               mimetype,      0x0020054e,
application/xml-patch+xml,                                                            mimetype,      0x0020054f,
application/xmpp+xml,                                                                 mimetype,      0x00200550,
application/xop+xml,                                                                  mimetype,      0x00200551,
application/xv+xml,                                                                   mimetype,      0x00200552,
application/yang,                                                                     mimetype,      0x00200553,
application/yang-data+json,                                                           mimetype,      0x00200554,
application/yang-data+xml,                                                            mimetype,      0x00200555,
application/yang-patch+json,                                                          mimetype,      0x00200556,
application/yang-patch+xml,                                                           mimetype,      0x00200557,
application/yin+xml,                                                                  mimetype,      0x00200558,
application/zip,                                                                      mimetype,      0x00200559,
application/zlib,                                                                     mimetype,      0x0020055a,
application/zstd,                                                                     mimetype,      0x0020055b,
audio,                                                                                mimetype,      0x00210000, MIME types in the Audio class
audio/1d-interleaved-parityfec,                                                       mimetype,      0x00210001,
audio/32kadpcm,                                                                       mimetype,      0x00210002,
audio/3gpp,                                                                           mimetype,      0x00210003,
audio/3gpp2,                                                                          mimetype,      0x00210004,
audio/aac,                                                                            mimetype,      0x00210005,
audio/ac3,                                                                            mimetype,      0x00210006,
audio/AMR,                                                                            mimetype,      0x00210007,
audio/AMR-WB,                                                                         mimetype,      0x00210008,
audio/amr-wb+,                                                                        mimetype,      0x00210009,
audio/aptx,                                                                           mimetype,      0x0021000a,
audio/asc,                                                                            mimetype,      0x0021000b,
audio/ATRAC-ADVANCED-LOSSLESS,                                                        mimetype,      0x0021000c,
audio/ATRAC-X,                                                                        mimetype,      0x0021000d,
audio/ATRAC3,                                                                         mimetype,      0x0021000e,
audio/basic,                                                                          mimetype,      0x0021000f,
audio/BV16,                                                                           mimetype,      0x00210010,
audio/BV32,                                                                           mimetype,      0x00210011,
audio/clearmode,                                                                      mimetype,      0x00210012,
audio/CN,                                                                             mimetype,      0x00210013,
audio/DAT12,                                                                          mimetype,      0x00210014,
audio/dls,                                                                            mimetype,      0x00210015,
audio/dsr-es201108,                                                                   mimetype,      0x00210016,
audio/dsr-es202050,                                                                   mimetype,      0x00210017,
audio/dsr-es202211,                                                                   mimetype,      0x00210018,
audio/dsr-es202212,                                                                   mimetype,      0x00210019,
audio/DV,                                                                             mimetype,      0x0021001a,
audio/DVI4,                                                                           mimetype,      0x0021001b,
audio/eac3,                                                                           mimetype,      0x0021001c,
audio/encaprtp,                                                                       mimetype,      0x0021001d,
audio/EVRC,                                                                           mimetype,      0x0021001e,
audio/EVRC-QCP,                                                                       mimetype,      0x0021001f,
audio/EVRC0,                                                                          mimetype,      0x00210020,
audio/EVRC1,                                                                          mimetype,      0x00210021,
audio/EVRCB,                                                                          mimetype,      0x00210022,
audio/EVRCB0,                                                                         mimetype,      0x00210023,
audio/EVRCB1,                                                                         mimetype,      0x00210024,
audio/EVRCNW,                                                                         mimetype,      0x00210025,
audio/EVRCNW0,                                                                        mimetype,      0x00210026,
audio/EVRCNW1,                                                                        mimetype,      0x00210027,
audio/EVRCWB,                                                                         mimetype,      0x00210028,
audio/EVRCWB0,                                                                        mimetype,      0x00210029,
audio/EVRCWB1,                                                                        mimetype,      0x0021002a,
audio/EVS,                                                                            mimetype,      0x0021002b,
audio/example,                                                                        mimetype,      0x0021002c,
audio/flexfec,                                                                        mimetype,      0x0021002d,
audio/fwdred,                                                                         mimetype,      0x0021002e,
audio/G711-0,                                                                         mimetype,      0x0021002f,
audio/G719,                                                                           mimetype,      0x00210030,
audio/G7221,                                                                          mimetype,      0x00210031,
audio/G722,                                                                           mimetype,      0x00210032,
audio/G723,                                                                           mimetype,      0x00210033,
audio/G726-16,                                                                        mimetype,      0x00210034,
audio/G726-24,                                                                        mimetype,      0x00210035,
audio/G726-32,                                                                        mimetype,      0x00210036,
audio/G726-40,                                                                        mimetype,      0x00210037,
audio/G728,                                                                           mimetype,      0x00210038,
audio/G729,                                                                           mimetype,      0x00210039,
audio/G729D,                                                                          mimetype,      0x0021003a,
audio/G729E,                                                                          mimetype,      0x0021003b,
audio/GSM,                                                                            mimetype,      0x0021003c,
audio/GSM-EFR,                                                                        mimetype,      0x0021003d,
audio/GSM-HR-08,                                                                      mimetype,      0x0021003e,
audio/iLBC,                                                                           mimetype,      0x0021003f,
audio/ip-mr_v2.5,                                                                     mimetype,      0x00210040,
audio/L8,                                                                             mimetype,      0x00210041,
audio/L16,                                                                            mimetype,      0x00210042,
audio/L20,                                                                            mimetype,      0x00210043,
audio/L24,                                                                            mimetype,      0x00210044,
audio/LPC,                                                                            mimetype,      0x00210045,
audio/MELP,                                                                           mimetype,      0x00210046,
audio/MELP600,                                                                        mimetype,      0x00210047,
audio/MELP1200,                                                                       mimetype,      0x00210048,
audio/MELP2400,                                                                       mimetype,      0x00210049,
audio/mobile-xmf,                                                                     mimetype,      0x0021004a,
audio/MPA,                                                                            mimetype,      0x0021004b,
audio/mp4,                                                                            mimetype,      0x0021004c,
audio/MP4A-LATM,                                                                      mimetype,      0x0021004d,
audio/mpa-robust,                                                                     mimetype,      0x0021004e,
audio/mpeg,                                                                           mimetype,      0x0021004f,
audio/mpeg4-generic,                                                                  mimetype,      0x00210050,
audio/ogg,                                                                            mimetype,      0x00210051,
audio/opus,                                                                           mimetype,      0x00210052,
audio/PCMA,                                                                           mimetype,      0x00210053,
audio/PCMA-WB,                                                                        mimetype,      0x00210054,
audio/PCMU,                                                                           mimetype,      0x00210055,
audio/PCMU-WB,                                                                        mimetype,      0x00210056,
audio/prs.sid,                                                                        mimetype,      0x00210057,
audio/raptorfec,                                                                      mimetype,      0x00210058,
audio/RED,                                                                            mimetype,      0x00210059,
audio/rtp-enc-aescm128,                                                               mimetype,      0x0021005a,
audio/rtploopback,                                                                    mimetype,      0x0021005b,
audio/rtp-midi,                                                                       mimetype,      0x0021005c,
audio/rtx,                                                                            mimetype,      0x0021005d,
audio/SMV,                                                                            mimetype,      0x0021005e,
audio/SMV0,                                                                           mimetype,      0x0021005f,
audio/SMV-QCP,                                                                        mimetype,      0x00210060,
audio/sp-midi,                                                                        mimetype,      0x00210061,
audio/speex,                                                                          mimetype,      0x00210062,
audio/t140c,                                                                          mimetype,      0x00210063,
audio/t38,                                                                            mimetype,      0x00210064,
audio/telephone-event,                                                                mimetype,      0x00210065,
audio/TETRA_ACELP,                                                                    mimetype,      0x00210066,
audio/TETRA_ACELP_BB,                                                                 mimetype,      0x00210067,
audio/tone,                                                                           mimetype,      0x00210068,
audio/UEMCLIP,                                                                        mimetype,      0x00210069,
audio/ulpfec,                                                                         mimetype,      0x0021006a,
audio/usac,                                                                           mimetype,      0x0021006b,
audio/VDVI,                                                                           mimetype,      0x0021006c,
audio/VMR-WB,                                                                         mimetype,      0x0021006d,
audio/vnd.3gpp.iufp,                                                                  mimetype,      0x0021006e,
audio/vnd.4SB,                                                                        mimetype,      0x0021006f,
audio/vnd.audiokoz,                                                                   mimetype,      0x00210070,
audio/vnd.CELP,                                                                       mimetype,      0x00210071,
audio/vnd.cisco.nse,                                                                  mimetype,      0x00210072,
audio/vnd.cmles.radio-events,                                                         mimetype,      0x00210073,
audio/vnd.cns.anp1,                                                                   mimetype,      0x00210074,
audio/vnd.cns.inf1,                                                                   mimetype,      0x00210075,
audio/vnd.dece.audio,                                                                 mimetype,      0x00210076,
audio/vnd.digital-winds,                                                              mimetype,      0x00210077,
audio/vnd.dlna.adts,                                                                  mimetype,      0x00210078,
audio/vnd.dolby.heaac.1,                                                              mimetype,      0x00210079,
audio/vnd.dolby.heaac.2,                                                              mimetype,      0x0021007a,
audio/vnd.dolby.mlp,                                                                  mimetype,      0x0021007b,
audio/vnd.dolby.mps,                                                                  mimetype,      0x0021007c,
audio/vnd.dolby.pl2,                                                                  mimetype,      0x0021007d,
audio/vnd.dolby.pl2x,                                                                 mimetype,      0x0021007e,
audio/vnd.dolby.pl2z,                                                                 mimetype,      0x0021007f,
audio/vnd.dolby.pulse.1,                                                              mimetype,      0x00210080,
audio/vnd.dra,                                                                        mimetype,      0x00210081,
audio/vnd.dts,                                                                        mimetype,      0x00210082,
audio/vnd.dts.hd,                                                                     mimetype,      0x00210083,
audio/vnd.dts.uhd,                                                                    mimetype,      0x00210084,
audio/vnd.dvb.file,                                                                   mimetype,      0x00210085,
audio/vnd.everad.plj,                                                                 mimetype,      0x00210086,
audio/vnd.hns.audio,                                                                  mimetype,      0x00210087,
audio/vnd.lucent.voice,                                                               mimetype,      0x00210088,
audio/vnd.ms-playready.media.pya,                                                     mimetype,      0x00210089,
audio/vnd.nokia.mobile-xmf,                                                           mimetype,      0x0021008a,
audio/vnd.nortel.vbk,                                                                 mimetype,      0x0021008b,
audio/vnd.nuera.ecelp4800,                                                            mimetype,      0x0021008c,
audio/vnd.nuera.ecelp7470,                                                            mimetype,      0x0021008d,
audio/vnd.nuera.ecelp9600,                                                            mimetype,      0x0021008e,
audio/vnd.octel.sbc,                                                                  mimetype,      0x0021008f,
audio/vnd.presonus.multitrack,                                                        mimetype,      0x00210090,
audio/vnd.qcelp,                                                                      mimetype,      0x00210091,
audio/vnd.rhetorex.32kadpcm,                                                          mimetype,      0x00210092,
audio/vnd.rip,                                                                        mimetype,      0x00210093,
audio/vnd.sealedmedia.softseal.mpeg,                                                  mimetype,      0x00210094,
audio/vnd.vmx.cvsd,                                                                   mimetype,      0x00210095,
audio/vorbis,                                                                         mimetype,      0x00210096,
audio/vorbis-config,                                                                  mimetype,      0x00210097,
font,                                                                                 mimetype,      0x00220000, MIME types in the Font class
font/collection,                                                                      mimetype,      0x00220001,
font/otf,                                                                             mimetype,      0x00220002,
font/sfnt,                                                                            mimetype,      0x00220003,
font/ttf,                                                                             mimetype,      0x00220004,
font/woff,                                                                            mimetype,      0x00220005,
font/woff2,                                                                           mimetype,      0x00220006,
image,                                                                                mimetype,      0x00230000, MIME types in the Image class
image/aces,                                                                           mimetype,      0x00230001,
image/avci,                                                                           mimetype,      0x00230002,
image/avcs,                                                                           mimetype,      0x00230003,
image/bmp,                                                                            mimetype,      0x00230004,
image/cgm,                                                                            mimetype,      0x00230005,
image/dicom-rle,                                                                      mimetype,      0x00230006,
image/emf,                                                                            mimetype,      0x00230007,
image/example,                                                                        mimetype,      0x00230008,
image/fits,                                                                           mimetype,      0x00230009,
image/g3fax,                                                                          mimetype,      0x0023000a,
image/heic,                                                                           mimetype,      0x0023000b,
image/heic-sequence,                                                                  mimetype,      0x0023000c,
image/heif,                                                                           mimetype,      0x0023000d,
image/heif-sequence,                                                                  mimetype,      0x0023000e,
image/hej2k,                                                                          mimetype,      0x0023000f,
image/hsj2,                                                                           mimetype,      0x00230010,
image/jls,                                                                            mimetype,      0x00230011,
image/jp2,                                                                            mimetype,      0x00230012,
image/jph,                                                                            mimetype,      0x00230013,
image/jphc,                                                                           mimetype,      0x00230014,
image/jpm,                                                                            mimetype,      0x00230015,
image/jpx,                                                                            mimetype,      0x00230016,
image/jxr,                                                                            mimetype,      0x00230017,
image/jxrA,                                                                           mimetype,      0x00230018,
image/jxrS,                                                                           mimetype,      0x00230019,
image/jxs,                                                                            mimetype,      0x0023001a,
image/jxsc,                                                                           mimetype,      0x0023001b,
image/jxsi,                                                                           mimetype,      0x0023001c,
image/jxss,                                                                           mimetype,      0x0023001d,
image/naplps,                                                                         mimetype,      0x0023001e,
image/png,                                                                            mimetype,      0x0023001f,
image/prs.btif,                                                                       mimetype,      0x00230020,
image/prs.pti,                                                                        mimetype,      0x00230021,
image/pwg-raster,                                                                     mimetype,      0x00230022,
image/t38,                                                                            mimetype,      0x00230023,
image/tiff,                                                                           mimetype,      0x00230024,
image/tiff-fx,                                                                        mimetype,      0x00230025,
image/vnd.adobe.photoshop,                                                            mimetype,      0x00230026,
image/vnd.airzip.accelerator.azv,                                                     mimetype,      0x00230027,
image/vnd.cns.inf2,                                                                   mimetype,      0x00230028,
image/vnd.dece.graphic,                                                               mimetype,      0x00230029,
image/vnd.djvu,                                                                       mimetype,      0x0023002a,
image/vnd.dwg,                                                                        mimetype,      0x0023002b,
image/vnd.dxf,                                                                        mimetype,      0x0023002c,
image/vnd.dvb.subtitle,                                                               mimetype,      0x0023002d,
image/vnd.fastbidsheet,                                                               mimetype,      0x0023002e,
image/vnd.fpx,                                                                        mimetype,      0x0023002f,
image/vnd.fst,                                                                        mimetype,      0x00230030,
image/vnd.fujixerox.edmics-mmr,                                                       mimetype,      0x00230031,
image/vnd.fujixerox.edmics-rlc,                                                       mimetype,      0x00230032,
image/vnd.globalgraphics.pgb,                                                         mimetype,      0x00230033,
image/vnd.microsoft.icon,                                                             mimetype,      0x00230034,
image/vnd.mix,                                                                        mimetype,      0x00230035,
image/vnd.ms-modi,                                                                    mimetype,      0x00230036,
image/vnd.mozilla.apng,                                                               mimetype,      0x00230037,
image/vnd.net-fpx,                                                                    mimetype,      0x00230038,
image/vnd.radiance,                                                                   mimetype,      0x00230039,
image/vnd.sealed.png,                                                                 mimetype,      0x0023003a,
image/vnd.sealedmedia.softseal.gif,                                                   mimetype,      0x0023003b,
image/vnd.sealedmedia.softseal.jpg,                                                   mimetype,      0x0023003c,
image/vnd.svf,                                                                        mimetype,      0x0023003d,
image/vnd.tencent.tap,                                                                mimetype,      0x0023003e,
image/vnd.valve.source.texture,                                                       mimetype,      0x0023003f,
image/vnd.wap.wbmp,                                                                   mimetype,      0x00230040,
image/vnd.xiff,                                                                       mimetype,      0x00230041,
image/vnd.zbrush.pcx,                                                                 mimetype,      0x00230042,
image/wmf,                                                                            mimetype,      0x00230043,
message,                                                                              mimetype,      0x00240000, MIME types in the Message class
message/CPIM,                                                                         mimetype,      0x00240001,
message/delivery-status,                                                              mimetype,      0x00240002,
message/disposition-notification,                                                     mimetype,      0x00240003,
message/example,                                                                      mimetype,      0x00240004,
message/feedback-report,                                                              mimetype,      0x00240005,
message/global,                                                                       mimetype,      0x00240006,
message/global-delivery-status,                                                       mimetype,      0x00240007,
message/global-disposition-notification,                                              mimetype,      0x00240008,
message/global-headers,                                                               mimetype,      0x00240009,
message/http,                                                                         mimetype,      0x0024000a,
message/imdn+xml,                                                                     mimetype,      0x0024000b,
message/news,                                                                         mimetype,      0x0024000c,
message/s-http,                                                                       mimetype,      0x0024000d,
message/sip,                                                                          mimetype,      0x0024000e,
message/sipfrag,                                                                      mimetype,      0x0024000f,
message/tracking-status,                                                              mimetype,      0x00240010,
message/vnd.si.simp,                                                                  mimetype,      0x00240011,
message/vnd.wfa.wsc,                                                                  mimetype,      0x00240012,
model,                                                                                mimetype,      0x00250000, MIME types in the Model class
model/3mf,                                                                            mimetype,      0x00250001,
model/example,                                                                        mimetype,      0x00250002,
model/gltf-binary,                                                                    mimetype,      0x00250003,
model/gltf+json,                                                                      mimetype,      0x00250004,
model/iges,                                                                           mimetype,      0x00250005,
model/stl,                                                                            mimetype,      0x00250006,
model/vnd.collada+xml,                                                                mimetype,      0x00250007,
model/vnd.dwf,                                                                        mimetype,      0x00250008,
model/vnd.flatland.3dml,                                                              mimetype,      0x00250009,
model/vnd.gdl,                                                                        mimetype,      0x0025000a,
model/vnd.gs-gdl,                                                                     mimetype,      0x0025000b,
model/vnd.gtw,                                                                        mimetype,      0x0025000c,
model/vnd.moml+xml,                                                                   mimetype,      0x0025000d,
model/vnd.mts,                                                                        mimetype,      0x0025000e,
model/vnd.opengex,                                                                    mimetype,      0x0025000f,
model/vnd.parasolid.transmit.binary,                                                  mimetype,      0x00250010,
model/vnd.parasolid.transmit.text,                                                    mimetype,      0x00250011,
model/vnd.rosette.annotated-data-model,                                               mimetype,      0x00250012,
model/vnd.usdz+zip,                                                                   mimetype,      0x00250013,
model/vnd.valve.source.compiled-map,                                                  mimetype,      0x00250014,
model/vnd.vtu,                                                                        mimetype,      0x00250015,
model/x3d-vrml,                                                                       mimetype,      0x00250016,
model/x3d+fastinfoset,                                                                mimetype,      0x00250017,
model/x3d+xml,                                                                        mimetype,      0x00250018,
multipart,                                                                            mimetype,      0x00260000, MIME types in the Multipart class
multipart/appledouble,                                                                mimetype,      0x00260001,
multipart/byteranges,                                                                 mimetype,      0x00260002,
multipart/encrypted,                                                                  mimetype,      0x00260003,
multipart/example,                                                                    mimetype,      0x00260004,
multipart/form-data,                                                                  mimetype,      0x00260005,
multipart/header-set,                                                                 mimetype,      0x00260006,
multipart/multilingual,                                                               mimetype,      0x00260007,
multipart/related,                                                                    mimetype,      0x00260008,
multipart/report,                                                                     mimetype,      0x00260009,
multipart/signed,                                                                     mimetype,      0x0026000a,
multipart/vnd.bint.med-plus,                                                          mimetype,      0x0026000b,
multipart/voice-message,                                                              mimetype,      0x0026000c,
multipart/x-mixed-replace,                                                            mimetype,      0x0026000d,
text,                                                                                 mimetype,      0x00270000, MIME types in the Text class
text/1d-interleaved-parityfec,                                                        mimetype,      0x00270001,
text/cache-manifest,                                                                  mimetype,      0x00270002,
text/calendar,                                                                        mimetype,      0x00270003,
text/css,                                                                             mimetype,      0x00270004,
text/csv,                                                                             mimetype,      0x00270005,
text/csv-schema,                                                                      mimetype,      0x00270006,
text/directory,                                                                       mimetype,      0x00270007,
text/dns,                                                                             mimetype,      0x00270008,
text/ecmascript,                                                                      mimetype,      0x00270009,
text/encaprtp,                                                                        mimetype,      0x0027000a,
text/example,                                                                         mimetype,      0x0027000b,
text/flexfec,                                                                         mimetype,      0x0027000c,
text/fwdred,                                                                          mimetype,      0x0027000d,
text/grammar-ref-list,                                                                mimetype,      0x0027000e,
text/html,                                                                            mimetype,      0x0027000f,
text/javascript,                                                                      mimetype,      0x00270010,
text/jcr-cnd,                                                                         mimetype,      0x00270011,
text/markdown,                                                                        mimetype,      0x00270012,
text/mizar,                                                                           mimetype,      0x00270013,
text/n3,                                                                              mimetype,      0x00270014,
text/parameters,                                                                      mimetype,      0x00270015,
text/provenance-notation,                                                             mimetype,      0x00270016,
text/prs.fallenstein.rst,                                                             mimetype,      0x00270017,
text/prs.lines.tag,                                                                   mimetype,      0x00270018,
text/prs.prop.logic,                                                                  mimetype,      0x00270019,
text/raptorfec,                                                                       mimetype,      0x0027001a,
text/RED,                                                                             mimetype,      0x0027001b,
text/rfc822-headers,                                                                  mimetype,      0x0027001c,
text/rtf,                                                                             mimetype,      0x0027001d,
text/rtp-enc-aescm128,                                                                mimetype,      0x0027001e,
text/rtploopback,                                                                     mimetype,      0x0027001f,
text/rtx,                                                                             mimetype,      0x00270020,
text/sgml,                                                                            mimetype,      0x00270021,
text/strings,                                                                         mimetype,      0x00270022,
text/t140,                                                                            mimetype,      0x00270023,
text/tab-separated-values,                                                            mimetype,      0x00270024,
text/troff,                                                                           mimetype,      0x00270025,
text/turtle,                                                                          mimetype,      0x00270026,
text/ulpfec,                                                                          mimetype,      0x00270027,
text/uri-list,                                                                        mimetype,      0x00270028,
text/vcard,                                                                           mimetype,      0x00270029,
text/vnd.a,                                                                           mimetype,      0x0027002a,
text/vnd.abc,                                                                         mimetype,      0x0027002b,
text/vnd.ascii-art,                                                                   mimetype,      0x0027002c,
text/vnd.curl,                                                                        mimetype,      0x0027002d,
text/vnd.debian.copyright,                                                            mimetype,      0x0027002e,
text/vnd.DMClientScript,                                                              mimetype,      0x0027002f,
text/vnd.dvb.subtitle,                                                                mimetype,      0x00270030,
text/vnd.esmertec.theme-descriptor,                                                   mimetype,      0x00270031,
text/vnd.ficlab.flt,                                                                  mimetype,      0x00270032,
text/vnd.fly,                                                                         mimetype,      0x00270033,
text/vnd.fmi.flexstor,                                                                mimetype,      0x00270034,
text/vnd.gml,                                                                         mimetype,      0x00270035,
text/vnd.graphviz,                                                                    mimetype,      0x00270036,
text/vnd.hgl,                                                                         mimetype,      0x00270037,
text/vnd.in3d.3dml,                                                                   mimetype,      0x00270038,
text/vnd.in3d.spot,                                                                   mimetype,      0x00270039,
text/vnd.IPTC.NewsML,                                                                 mimetype,      0x0027003a,
text/vnd.IPTC.NITF,                                                                   mimetype,      0x0027003b,
text/vnd.latex-z,                                                                     mimetype,      0x0027003c,
text/vnd.motorola.reflex,                                                             mimetype,      0x0027003d,
text/vnd.ms-mediapackage,                                                             mimetype,      0x0027003e,
text/vnd.net2phone.commcenter.command,                                                mimetype,      0x0027003f,
text/vnd.radisys.msml-basic-layout,                                                   mimetype,      0x00270040,
text/vnd.senx.warpscript,                                                             mimetype,      0x00270041,
text/vnd.si.uricatalogue,                                                             mimetype,      0x00270042,
text/vnd.sun.j2me.app-descriptor,                                                     mimetype,      0x00270043,
text/vnd.sosi,                                                                        mimetype,      0x00270044,
text/vnd.trolltech.linguist,                                                          mimetype,      0x00270045,
text/vnd.wap.si,                                                                      mimetype,      0x00270046,
text/vnd.wap.sl,                                                                      mimetype,      0x00270047,
text/vnd.wap.wml,                                                                     mimetype,      0x00270048,
text/vnd.wap.wmlscript,                                                               mimetype,      0x00270049,
text/vtt,                                                                             mimetype,      0x0027004a,
